,fdc_id,simple_category,energy,protein,fat,carb,sugar,fiber,Na,Ca,Fe,cate_id
31,486080,Baked Goods and Baking Supplies,0.61271875,0.2878125,0.70778125,0.717125,0.755875,0.51028125,0.4770625,0.15271875,0.7343125,1
32,619816,Baked Goods and Baking Supplies,0.9649375,0.91515625,0.974375,0.64690625,0.6976875,0.89878125,0.593375,0.62175,0.720125,1
33,751200,Baked Goods and Baking Supplies,0.939,0.73928125,0.8596875,0.8213125,0.21625,0.65865625,0.83971875,0.83165625,0.9250625,1
34,1022453,Baked Goods and Baking Supplies,0.65653125,0.3914375,0.753875,0.7219375,0.86375,0.20790625,0.4180625,0.58871875,0.61796875,1
35,444874,Baked Goods and Baking Supplies,0.87528125,0.53225,0.8179375,0.7945,0.9021875,0.66703125,0.5171875,0.5511875,0.79821875,1
36,438903,Baked Goods and Baking Supplies,0.71753125,0.52803125,0.43696875,0.94725,0.403875,0.20790625,0.57084375,0.15271875,0.1688125,1
37,724772,Baked Goods and Baking Supplies,0.75940625,0.3966875,0.75828125,0.76921875,0.844375,0.64603125,0.420875,0.663,0.6473125,1
38,536760,Baked Goods and Baking Supplies,0.7549375,0.69740625,0.51503125,0.90346875,0.104875,0.7831875,0.92746875,0.649875,0.8210625,1
39,496927,Baked Goods and Baking Supplies,0.89921875,0.56571875,0.63525,0.92946875,0.104875,0.20790625,0.84084375,0.15271875,0.943125,1
40,800419,Baked Goods and Baking Supplies,0.70653125,0.54321875,0.684375,0.8171875,0.87309375,0.20790625,0.54290625,0.56753125,0.720125,1
41,915040,Baked Goods and Baking Supplies,0.86953125,0.56571875,0.60003125,0.9645,0.86703125,0.7831875,0.3466875,0.40596875,0.7343125,1
42,407292,Baked Goods and Baking Supplies,0.6541875,0.55346875,0.13184375,0.8863125,0.94321875,0.68490625,0.50215625,0.15271875,0.1688125,1
43,1063233,Baked Goods and Baking Supplies,0.683375,0.2975625,0.7704375,0.7263125,0.801625,0.59475,0.3843125,0.32265625,0.71,1
44,521931,Baked Goods and Baking Supplies,0.68259375,0.73590625,0.66425,0.7669375,0.2718125,0.843375,0.67509375,0.81171875,0.75596875,1
45,1020139,Baked Goods and Baking Supplies,0.9819375,0.32571875,0.89090625,0.97590625,0.9730625,0.7333125,0.5996875,0.6041875,0.76403125,1
46,544954,Baked Goods and Baking Supplies,0.84825,0.081375,0.74778125,0.88115625,0.980375,0.20790625,0.45215625,0.15271875,0.1688125,1
47,406651,Baked Goods and Baking Supplies,0.5086875,0.67540625,0.4095625,0.764625,0.35209375,0.97025,0.51084375,0.88540625,0.8341875,1
48,772370,Baked Goods and Baking Supplies,0.6658125,0.74075,0.62565625,0.7773125,0.39996875,0.65865625,0.83828125,0.8581875,0.5654375,1
49,756818,Baked Goods and Baking Supplies,0.5546875,0.51959375,0.7069375,0.63490625,0.41778125,0.72596875,0.58875,0.76440625,0.65171875,1
50,798375,Baked Goods and Baking Supplies,0.5615,0.65875,0.3698125,0.76921875,0.30478125,0.64603125,0.7269375,0.52140625,0.87890625,1
51,537090,Baked Goods and Baking Supplies,0.94653125,0.86678125,0.95978125,0.7263125,0.8391875,0.89878125,0.34184375,0.6319375,0.8059375,1
52,471269,Baked Goods and Baking Supplies,0.82909375,0.69740625,0.13184375,0.98653125,0.925375,0.20790625,0.33328125,0.15271875,0.1688125,1
53,998167,Baked Goods and Baking Supplies,0.88325,0.55025,0.778875,0.8883125,0.90671875,0.76959375,0.48771875,0.63853125,0.9584375,1
54,632612,Baked Goods and Baking Supplies,0.82909375,0.43890625,0.73646875,0.8935,0.925375,0.20790625,0.4780625,0.452375,0.9279375,1
55,366866,Baked Goods and Baking Supplies,0.8816875,0.56571875,0.6995,0.92946875,0.62503125,0.7831875,0.5835,0.7489375,0.7525625,1
56,430424,Baked Goods and Baking Supplies,0.66453125,0.32571875,0.6723125,0.78375,0.7259375,0.459375,0.48690625,0.15271875,0.76403125,1
57,1065005,Baked Goods and Baking Supplies,0.66215625,0.66640625,0.5801875,0.7955,0.686875,0.59475,0.71471875,0.51446875,0.71165625,1
58,589718,Baked Goods and Baking Supplies,0.77971875,0.45584375,0.8016875,0.7438125,0.86159375,0.64603125,0.4486875,0.59965625,0.567625,1
59,861728,Baked Goods and Baking Supplies,0.862125,0.66503125,0.684375,0.92634375,0.8685,0.92671875,0.28128125,0.72328125,0.83203125,1
60,544190,Baked Goods and Baking Supplies,0.862125,0.66503125,0.65334375,0.92634375,0.8466875,0.92671875,0.43165625,0.53359375,0.84340625,1
61,1077397,Baked Goods and Baking Supplies,0.92809375,0.37471875,0.8298125,0.90346875,0.925375,0.7831875,0.379,0.15271875,0.91109375,1
62,432665,Baked Goods and Baking Supplies,0.92809375,0.60003125,0.7644375,0.91378125,0.90859375,0.20790625,0.6625625,0.15271875,0.84340625,1
63,493542,Baked Goods and Baking Supplies,0.690875,0.97615625,0.60003125,0.78375,0.67234375,0.9843125,0.0453125,0.15271875,0.979875,1
64,446828,Baked Goods and Baking Supplies,0.6588125,0.39321875,0.460125,0.89775,0.91715625,0.51028125,0.394375,0.66025,0.94684375,1
65,445038,Baked Goods and Baking Supplies,0.53940625,0.60003125,0.13184375,0.78375,0.104875,0.64603125,0.7001875,0.15271875,0.88615625,1
66,520667,Baked Goods and Baking Supplies,0.71171875,0.47084375,0.75671875,0.74853125,0.82175,0.5463125,0.377,0.663,0.7343125,1
67,515001,Baked Goods and Baking Supplies,0.9669375,0.37471875,0.8629375,0.90346875,0.95425,0.62965625,0.53121875,0.15271875,0.8210625,1
68,595549,Baked Goods and Baking Supplies,0.70859375,0.4318125,0.39103125,0.97675,0.93296875,0.843375,0.659625,0.697,0.4171875,1
69,543131,Baked Goods and Baking Supplies,0.62009375,0.29671875,0.64125,0.75934375,0.877375,0.68490625,0.3598125,0.37815625,0.59809375,1
70,388371,Baked Goods and Baking Supplies,0.27290625,0.081375,0.13184375,0.5359375,0.80090625,0.20790625,0.0453125,0.15271875,0.1688125,1
71,600015,Baked Goods and Baking Supplies,0.614,0.67540625,0.46159375,0.77565625,0.6350625,0.69303125,0.6645,0.475875,0.81271875,1
72,550224,Baked Goods and Baking Supplies,0.76384375,0.6516875,0.4929375,0.95071875,0.90303125,0.944875,0.6788125,0.937125,0.9830625,1
73,471852,Baked Goods and Baking Supplies,0.57940625,0.639875,0.35559375,0.7784375,0.5164375,0.8493125,0.55475,0.627,0.9149375,1
74,951929,Baked Goods and Baking Supplies,0.89209375,0.72046875,0.73859375,0.89084375,0.4840625,0.8218125,0.9183125,0.677625,0.669,1
75,529729,Baked Goods and Baking Supplies,0.614,0.67540625,0.46159375,0.80175,0.6350625,0.866625,0.71034375,0.78296875,0.81271875,1
76,543063,Baked Goods and Baking Supplies,0.732375,0.76371875,0.380875,0.9401875,0.31615625,0.8218125,0.0453125,0.15271875,0.88615625,1
77,760106,Baked Goods and Baking Supplies,0.94921875,0.69740625,0.8975625,0.800375,0.89765625,0.91021875,0.4971875,0.649875,0.8210625,1
78,672396,Baked Goods and Baking Supplies,0.79209375,0.61328125,0.51096875,0.9728125,0.90246875,0.93440625,0.76178125,0.452375,0.9866875,1
79,409839,Baked Goods and Baking Supplies,0.76484375,0.67540625,0.504125,0.9355,0.88359375,0.91878125,0.72590625,0.90946875,0.97721875,1
80,463771,Baked Goods and Baking Supplies,0.59315625,0.65875,0.13184375,0.809875,0.30478125,0.64603125,0.78821875,0.83534375,0.87890625,1
81,668498,Baked Goods and Baking Supplies,0.7445,0.749875,0.48565625,0.90346875,0.3315,0.95690625,0.0453125,0.43025,0.8711875,1
82,795581,Baked Goods and Baking Supplies,0.943625,0.8700625,0.60003125,0.98975,0.64703125,0.9843125,0.2984375,0.8899375,0.978125,1
83,546835,Baked Goods and Baking Supplies,0.9819375,0.47084375,0.853,0.98390625,0.9761875,0.69303125,0.46709375,0.15271875,0.8341875,1
84,464050,Baked Goods and Baking Supplies,0.45478125,0.781125,0.45475,0.5945625,0.66659375,0.459375,0.989125,0.649875,0.63471875,1
85,417054,Baked Goods and Baking Supplies,0.91140625,0.43890625,0.7874375,0.8935,0.91021875,0.20790625,0.33328125,0.15271875,0.70525,1
86,441247,Baked Goods and Baking Supplies,0.878125,0.515375,0.81934375,0.78375,0.5850625,0.20790625,0.59165625,0.15271875,0.77878125,1
87,627094,Baked Goods and Baking Supplies,0.4798125,0.67540625,0.3335,0.75440625,0.6350625,0.95078125,0.68021875,0.88540625,0.93171875,1
88,585009,Baked Goods and Baking Supplies,0.8504375,0.55025,0.66328125,0.952125,0.86221875,0.76959375,0.57359375,0.58871875,0.86721875,1
89,382377,Baked Goods and Baking Supplies,0.9780625,0.91515625,0.97965625,0.64690625,0.6976875,0.89878125,0.54290625,0.6319375,0.8059375,1
90,694850,Baked Goods and Baking Supplies,0.611,0.71090625,0.42090625,0.7971875,0.38459375,0.7333125,0.48690625,0.6406875,0.90284375,1
91,1057865,Baked Goods and Baking Supplies,0.571375,0.60003125,0.4710625,0.78375,0.64703125,0.8218125,0.71253125,0.8419375,0.84340625,1
92,446213,Baked Goods and Baking Supplies,0.8434375,0.42096875,0.8254375,0.7728125,0.9105,0.5463125,0.4655625,0.452375,0.68334375,1
93,435125,Baked Goods and Baking Supplies,0.70653125,0.35190625,0.50540625,0.9401875,0.94784375,0.76290625,0.34184375,0.15271875,0.61390625,1
94,387395,Baked Goods and Baking Supplies,0.862125,0.47809375,0.83434375,0.796,0.54821875,0.20790625,0.611,0.15271875,0.86415625,1
95,1092655,Baked Goods and Baking Supplies,0.58965625,0.63528125,0.4393125,0.78375,0.5994375,0.66703125,0.65859375,0.73865625,0.77878125,1
96,766874,Baked Goods and Baking Supplies,0.851375,0.5759375,0.69375,0.9105625,0.89228125,0.80071875,0.51084375,0.931875,0.700125,1
97,538943,Baked Goods and Baking Supplies,0.642,0.6815,0.54475,0.7975,0.6686875,0.739,0.63665625,0.91946875,0.915125,1
98,695052,Baked Goods and Baking Supplies,0.53421875,0.5825,0.3698125,0.76921875,0.104875,0.64603125,0.44690625,0.4184375,0.74471875,1
99,1025821,Baked Goods and Baking Supplies,0.8173125,0.81534375,0.7693125,0.77403125,0.85378125,0.9719375,0.5474375,0.627,0.9149375,1
100,758164,Baked Goods and Baking Supplies,0.76484375,0.47084375,0.46159375,0.9685,0.9391875,0.69303125,0.83128125,0.88540625,0.89640625,1
101,959173,Baked Goods and Baking Supplies,0.82909375,0.43890625,0.67525,0.8935,0.95034375,0.8493125,0.4026875,0.15271875,0.8659375,1
102,515335,Baked Goods and Baking Supplies,0.437875,0.28859375,0.53696875,0.6544375,0.7965,0.65865625,0.364625,0.42628125,0.51128125,1
103,387788,Baked Goods and Baking Supplies,0.75940625,0.4985,0.4833125,0.97590625,0.91375,0.88021875,0.6714375,0.93203125,0.98521875,1
104,984869,Baked Goods and Baking Supplies,0.571375,0.72046875,0.380875,0.80428125,0.78609375,0.8218125,0.51925,0.15271875,0.669,1
105,400699,Baked Goods and Baking Supplies,0.5586875,0.66275,0.45475,0.76584375,0.68571875,0.68490625,0.646,0.72328125,0.88278125,1
106,829324,Baked Goods and Baking Supplies,0.92809375,0.37471875,0.8298125,0.92946875,0.96071875,0.20790625,0.33328125,0.32265625,0.59015625,1
107,448712,Baked Goods and Baking Supplies,0.7549375,0.56571875,0.45475,0.94828125,0.104875,0.7831875,0.16325,0.15271875,0.8210625,1
108,572474,Baked Goods and Baking Supplies,0.97509375,0.89396875,0.976125,0.6391875,0.68909375,0.89534375,0.4433125,0.15271875,0.79990625,1
109,538085,Baked Goods and Baking Supplies,0.60290625,0.61328125,0.41371875,0.7915625,0.5560625,0.70965625,0.6605625,0.74153125,0.86796875,1
110,588005,Baked Goods and Baking Supplies,0.87528125,0.63528125,0.73646875,0.91890625,0.85278125,0.89375,0.35509375,0.5511875,0.8659375,1
111,429258,Baked Goods and Baking Supplies,0.9169375,0.43475,0.81553125,0.92221875,0.89765625,0.66703125,0.45675,0.15271875,0.79209375,1
112,1086909,Baked Goods and Baking Supplies,0.92809375,0.56571875,0.8298125,0.88115625,0.8816875,0.7831875,0.4026875,0.15271875,0.8210625,1
113,683160,Baked Goods and Baking Supplies,0.673375,0.82803125,0.4243125,0.9001875,0.4840625,0.94759375,0.0453125,0.15271875,0.90546875,1
114,894230,Baked Goods and Baking Supplies,0.5546875,0.749875,0.61540625,0.6789375,0.2481875,0.874625,0.48771875,0.8505625,0.726125,1
115,455411,Baked Goods and Baking Supplies,0.597,0.29671875,0.6285625,0.7484375,0.8734375,0.5301875,0.43403125,0.5631875,0.47340625,1
116,618112,Baked Goods and Baking Supplies,0.732375,0.76371875,0.380875,0.9401875,0.31615625,0.88375,0.0453125,0.43528125,0.90546875,1
117,728182,Baked Goods and Baking Supplies,0.87528125,0.43890625,0.7874375,0.86384375,0.872125,0.20790625,0.5171875,0.5511875,0.8210625,1
118,741098,Baked Goods and Baking Supplies,0.871875,0.52009375,0.824,0.8313125,0.90209375,0.843375,0.44628125,0.69453125,0.76403125,1
119,975815,Baked Goods and Baking Supplies,0.862125,0.4128125,0.80890625,0.84675,0.89078125,0.20790625,0.577875,0.15271875,0.60284375,1
120,386135,Baked Goods and Baking Supplies,0.74284375,0.52009375,0.3900625,0.9729375,0.91653125,0.937,0.53896875,0.15271875,0.9776875,1
121,502908,Baked Goods and Baking Supplies,0.690875,0.515375,0.13184375,0.95440625,0.104875,0.887875,0.96909375,0.94290625,0.77878125,1
122,1083015,Baked Goods and Baking Supplies,0.75940625,0.4985,0.647125,0.85959375,0.86471875,0.88021875,0.46403125,0.93609375,0.980625,1
123,591598,Baked Goods and Baking Supplies,0.65553125,0.32246875,0.75334375,0.7256875,0.8643125,0.62965625,0.43578125,0.51446875,0.71596875,1
124,853340,Baked Goods and Baking Supplies,0.85246875,0.3966875,0.77815625,0.85959375,0.92765625,0.20790625,0.46403125,0.82496875,0.74471875,1
125,608140,Baked Goods and Baking Supplies,0.23134375,0.29403125,0.27803125,0.48665625,0.53659375,0.5463125,0.45215625,0.36171875,0.458,1
126,751232,Baked Goods and Baking Supplies,0.91325,0.68690625,0.792875,0.87325,0.38975,0.56421875,0.866,0.78296875,0.88278125,1
127,1072747,Baked Goods and Baking Supplies,0.79209375,0.48228125,0.13184375,0.9873125,0.91134375,0.20790625,0.6605625,0.15271875,0.9866875,1
128,393750,Baked Goods and Baking Supplies,0.7549375,0.781125,0.45475,0.92946875,0.104875,0.97628125,0.0453125,0.649875,0.91109375,1
129,358263,Baked Goods and Baking Supplies,0.81946875,0.6536875,0.54378125,0.96821875,0.8424375,0.9175,0.47559375,0.51446875,0.995,1
130,549610,Baked Goods and Baking Supplies,0.64746875,0.461,0.70575,0.7345625,0.79703125,0.64603125,0.50640625,0.62175,0.73103125,1
131,587056,Baked Goods and Baking Supplies,0.45140625,0.54571875,0.336375,0.7120625,0.104875,0.76290625,0.54584375,0.48525,0.5376875,1
132,736508,Baked Goods and Baking Supplies,0.58965625,0.63528125,0.4393125,0.7945,0.66659375,0.66703125,0.6746875,0.83534375,0.77878125,1
133,406002,Baked Goods and Baking Supplies,0.59315625,0.65875,0.42090625,0.7894375,0.57490625,0.64603125,0.69540625,0.7979375,0.86159375,1
134,405883,Baked Goods and Baking Supplies,0.571375,0.67834375,0.358125,0.78375,0.413625,0.89878125,0.593375,0.15271875,0.8059375,1
135,517569,Baked Goods and Baking Supplies,0.92809375,0.56571875,0.7874375,0.90346875,0.80459375,0.7831875,0.31559375,0.15271875,0.8210625,1
136,486060,Baked Goods and Baking Supplies,0.74878125,0.627,0.75296875,0.753875,0.572875,0.56421875,0.63334375,0.46753125,0.5781875,1
137,894280,Baked Goods and Baking Supplies,0.75090625,0.40103125,0.7750625,0.76790625,0.87890625,0.5463125,0.58025,0.452375,0.65171875,1
138,474752,Baked Goods and Baking Supplies,0.79040625,0.4128125,0.71709375,0.84675,0.90859375,0.20790625,0.6400625,0.53359375,0.7725,1
139,555707,Baked Goods and Baking Supplies,0.9780625,0.91515625,0.97965625,0.615375,0.60640625,0.89878125,0.50921875,0.6041875,0.1688125,1
140,563633,Baked Goods and Baking Supplies,0.59315625,0.62959375,0.42090625,0.78375,0.57490625,0.7333125,0.6714375,0.58225,0.85175,1
141,713990,Baked Goods and Baking Supplies,0.769625,0.081375,0.13184375,0.99525,0.98884375,0.20790625,0.0453125,0.15271875,0.1688125,1
142,558527,Baked Goods and Baking Supplies,0.89921875,0.081375,0.8975625,0.76584375,0.925375,0.91021875,0.4026875,0.15271875,0.1688125,1
143,779724,Baked Goods and Baking Supplies,0.571375,0.081375,0.13184375,0.87215625,0.9784375,0.20790625,0.0453125,0.15271875,0.1688125,1
144,718246,Baked Goods and Baking Supplies,0.6809375,0.55346875,0.13184375,0.95671875,0.104875,0.68490625,0.943375,0.714625,0.8776875,1
145,667948,Baked Goods and Baking Supplies,0.94065625,0.78584375,0.9398125,0.73759375,0.58103125,0.88375,0.69775,0.86809375,0.92490625,1
146,508079,Baked Goods and Baking Supplies,0.60615625,0.6801875,0.43696875,0.79359375,0.46209375,0.80071875,0.7001875,0.452375,0.79209375,1
147,1008667,Baked Goods and Baking Supplies,0.64128125,0.3133125,0.7205,0.726875,0.80996875,0.20790625,0.43971875,0.37815625,0.54190625,1
148,833172,Baked Goods and Baking Supplies,0.87359375,0.35190625,0.84603125,0.78375,0.9285,0.89878125,0.3271875,0.36171875,0.8771875,1
149,984081,Baked Goods and Baking Supplies,0.788625,0.35740625,0.74034375,0.98196875,0.95753125,0.76959375,0.6243125,0.46753125,0.88928125,1
150,451226,Baked Goods and Baking Supplies,0.66453125,0.081375,0.13184375,0.93240625,0.98765625,0.20790625,0.0453125,0.15271875,0.1688125,1
151,395430,Baked Goods and Baking Supplies,0.862125,0.52240625,0.7545625,0.8576875,0.8753125,0.20790625,0.69775,0.15271875,0.78403125,1
152,561613,Baked Goods and Baking Supplies,0.9669375,0.69740625,0.933375,0.800375,0.8816875,0.7831875,0.4331875,0.15271875,0.8210625,1
153,951387,Baked Goods and Baking Supplies,0.89921875,0.56571875,0.63525,0.92946875,0.104875,0.20790625,0.60590625,0.3694375,0.96834375,1
154,807583,Baked Goods and Baking Supplies,0.90428125,0.35190625,0.7736875,0.9179375,0.88675,0.76290625,0.43403125,0.49190625,0.86159375,1
155,393574,Baked Goods and Baking Supplies,0.5275625,0.081375,0.6604375,0.7084375,0.73875,0.20790625,0.0453125,0.15271875,0.1688125,1
156,953717,Baked Goods and Baking Supplies,0.92809375,0.4318125,0.826125,0.89903125,0.91884375,0.843375,0.64440625,0.54384375,0.91940625,1
157,357804,Baked Goods and Baking Supplies,0.76234375,0.423625,0.47696875,0.9780625,0.92875,0.935375,0.68875,0.9365,0.99203125,1
158,568474,Baked Goods and Baking Supplies,0.61271875,0.081375,0.74778125,0.61875,0.73875,0.20790625,0.0453125,0.35415625,0.1688125,1
159,382931,Baked Goods and Baking Supplies,0.7445,0.63528125,0.48565625,0.91890625,0.71215625,0.89375,0.8125625,0.89578125,0.8659375,1
160,374437,Baked Goods and Baking Supplies,0.70521875,0.73703125,0.4330625,0.90346875,0.27990625,0.92671875,0.0453125,0.15271875,0.78403125,1
161,385012,Baked Goods and Baking Supplies,0.9455,0.917125,0.933375,0.7213125,0.80459375,0.887875,0.724625,0.61309375,0.77878125,1
162,684670,Baked Goods and Baking Supplies,0.7549375,0.64596875,0.3649375,0.9815,0.82596875,0.95690625,0.16325,0.15271875,0.996375,1
163,545611,Baked Goods and Baking Supplies,0.85715625,0.641875,0.6655625,0.9326875,0.8449375,0.87175,0.323375,0.50809375,0.81484375,1
164,542034,Baked Goods and Baking Supplies,0.62009375,0.73515625,0.4795625,0.7774375,0.6578125,0.843375,0.6201875,0.85503125,0.7820625,1
165,887440,Baked Goods and Baking Supplies,0.63678125,0.61328125,0.67834375,0.73996875,0.5560625,0.87175,0.696875,0.69146875,0.74121875,1
166,366862,Baked Goods and Baking Supplies,0.8889375,0.4318125,0.70390625,0.9501875,0.9445625,0.20790625,0.35815625,0.697,0.95590625,1
167,810804,Baked Goods and Baking Supplies,0.89921875,0.69740625,0.74778125,0.88115625,0.104875,0.7831875,0.8279375,0.7489375,0.9279375,1
168,697972,Baked Goods and Baking Supplies,0.8434375,0.32353125,0.553,0.9619375,0.937375,0.20790625,0.76428125,0.697,0.78259375,1
169,588465,Baked Goods and Baking Supplies,0.7549375,0.64140625,0.39640625,0.95328125,0.104875,0.9605625,0.0453125,0.15271875,0.86840625,1
170,410253,Baked Goods and Baking Supplies,0.61271875,0.081375,0.74778125,0.61875,0.73875,0.20790625,0.0453125,0.15271875,0.1688125,1
171,677514,Baked Goods and Baking Supplies,0.788625,0.772375,0.5099375,0.909,0.61525,0.76959375,0.85684375,0.81515625,0.93915625,1
172,725122,Baked Goods and Baking Supplies,0.4036875,0.32453125,0.7240625,0.634375,0.75834375,0.42134375,0.3598125,0.3694375,0.3698125,1
173,378610,Baked Goods and Baking Supplies,0.82909375,0.37471875,0.60721875,0.94828125,0.2191875,0.66703125,0.60590625,0.15271875,0.1688125,1
174,434015,Baked Goods and Baking Supplies,0.8851875,0.34753125,0.7693125,0.86259375,0.9109375,0.20790625,0.8254375,0.627,0.607,1
175,1019771,Baked Goods and Baking Supplies,0.91209375,0.423625,0.8561875,0.8139375,0.91446875,0.83940625,0.45990625,0.540875,0.91621875,1
176,685378,Baked Goods and Baking Supplies,0.5959375,0.63115625,0.44228125,0.7954375,0.66559375,0.64603125,0.70184375,0.6041875,0.81628125,1
177,735076,Baked Goods and Baking Supplies,0.43228125,0.86775,0.13184375,0.04196875,0.104875,0.20790625,0.66803125,0.15271875,0.76075,1
178,585604,Baked Goods and Baking Supplies,0.61271875,0.081375,0.74778125,0.61875,0.73875,0.20790625,0.0453125,0.35415625,0.1688125,1
179,587883,Baked Goods and Baking Supplies,0.673375,0.72046875,0.684375,0.73128125,0.31615625,0.64603125,0.71253125,0.8419375,0.85425,1
180,394205,Baked Goods and Baking Supplies,0.7748125,0.457,0.73284375,0.8139375,0.89765625,0.20790625,0.4026875,0.15271875,0.54190625,1
181,539501,Baked Goods and Baking Supplies,0.86953125,0.69740625,0.6995,0.88115625,0.7734375,0.91021875,0.68875,0.15271875,0.91109375,1
182,408012,Baked Goods and Baking Supplies,0.732375,0.76371875,0.380875,0.9401875,0.31615625,0.8218125,0.0453125,0.15271875,0.88615625,1
183,761526,Baked Goods and Baking Supplies,0.7549375,0.6773125,0.51934375,0.9364375,0.8636875,0.91878125,0.6625625,0.5471875,0.857,1
184,440382,Baked Goods and Baking Supplies,0.862125,0.66503125,0.8270625,0.77290625,0.8753125,0.20790625,0.64790625,0.53359375,0.7725,1
185,441880,Baked Goods and Baking Supplies,0.769625,0.76371875,0.54903125,0.90346875,0.104875,0.95690625,0.0453125,0.15271875,0.93709375,1
186,723306,Baked Goods and Baking Supplies,0.8851875,0.6695625,0.80125,0.86259375,0.8339375,0.9494375,0.3238125,0.48525,0.79209375,1
187,549746,Baked Goods and Baking Supplies,0.732375,0.76371875,0.380875,0.92634375,0.4840625,0.8218125,0.0453125,0.15271875,0.88615625,1
